pwsid,pws_name
KS2011102,"ALLEN, CITY OF"
KS2011304,"MOUNDRIDGE, CITY OF"
KS2017322,"HAYSVILLE, CITY OF"
KS2017714,"SILVER LAKE, CITY OF"
KS2019504,TREGO CO RWD 2
KS2019704,"HARVEYVILLE, CITY OF"
LA1049022,EROS COMMUNITY WATER SYSTEM
LA1067017,JONES MCGINTY WATER SYSTEM
LA1093003,LUTCHER WATERWORKS
IA7383045,SHENANDOAH WATER DEPT
IA8255060,MAYSVILLE MUNICIPAL WATER DEPT
IA8273061,PRINCETON WATER SUPPLY
NM3506729,PENASCO MDWCA
NM3510019,SILVER CLOUD WATER ASSOCIATION
NM3527920,SAN JON WATER SUPPLY
NM3549101,CHAMISA MOBILE HOME PARK
NM3549801,"LA MESA VILLA MOBILE HOME PARK, LLC"
NM3580914,TALL PINES WATER ASSOCIATION
NE3107703,"SCOTIA, VILLAGE OF"
NE3113308,"TABLE ROCK, VILLAGE OF"
NE3114114,"CRESTON, VILLAGE OF"
NE3118104,"WAYNE, CITY OF"
VT0005615,TIMBERCREEK CONDOMINIUM
WV3300408,BURNSVILLE PUBLIC UTILITY
WV3300523,BROOKE COUNTY PSD
WI4360441,KELLNERSVILLE WATERWORKS
WI6170267,KNAPP WATERWORKS
WV3302341,LOGAN CO PSD - STOLLINGS
WV3303014,JUSTICE PSD
WV3303918,TUNNELTON TOWN OF
CO0107834,WARD TOWN OF
CO0115310,GINTERS GROVE DOMESTIC WATER CORP
CO0119510,MINTURN TOWN OF
CO0154743,TIMBERS WSD
CO0157950,WILSON MESA
CO0159030,COPPER MOUNTAIN CONSOLIDATED MD
CO0162553,NORTH WELD COUNTY WD
AZ0410179,TUCSON WATER THUNDERHEAD
AZ0410265,WILDFLOWER WATER COOP
AZ0410270,TUCSON WATER SIERRITA FOOTHILLS
AZ0411097,PAPAGO BUTTE DWID
AZ0412009,VALLE VERDE WATER COMPANY - EAST
LA1027014,LEATHERMAN CREEK WATER SYSTEM
KS2008905,"FORMOSO, CITY OF"
KS2009301,"LAKIN, CITY OF"
KS2012104,MIAMI CO RWD 3
KS2014307,OTTAWA CO RWD 2
KS2014706,"PHILLIPSBURG, CITY OF"
KS2015503,"TURON, CITY OF"
KS2015701,"CUBA, CITY OF"
KS2019702,"ALTA VISTA, CITY OF"
KS2020507,WILSON CO RWD 5
LA1055156,LPWD SOUTH
LA1083008,RIVER ROAD WATER SYSTEM
MO4024609,TEXAS COUNTY PWSD 4
NM3522109,BAYARD MUNICIPAL WATER SYSTEM
NY2202333,CAPE VINCENT VILLAGE
AL0000103,ONEONTA UTILITIES BOARD
AL0000233,"CHOCTAW-EDNA WATER AUTHORITY, INC."
CO0157600,OPHIR TOWN OF
CO0159050,FARMERS KORNER MHP
CO0159120,TANGLEWOOD WS
CO0162359,HUDSON TOWN OF
CO0162610,PIERCE TOWN OF
IL0610100,ELDRED
IL0710250,MEDIA
MD0010033,TOWN OF WESTERNPORT
KS2003502,"ATLANTA, CITY OF"
KS2007302,GREENWOOD CO RWD 2
KS2007309,GREENWOOD CO RWD 3
KS2007905,"NEWTON, CITY OF"
KS2008718,"OZAWKIE, CITY OF"
KS2011703,"WATERVILLE, CITY OF"
KS2013914,"CARBONDALE, CITY OF"
KS2015302,"HERNDON, CITY OF"
KS2015908,RICE CO RWD 1
KS2013314,NEOSHO CO RWD 2
KS2017712,"ROSSVILLE, CITY OF"
KS2019111,"OXFORD, CITY OF"
KS2019117,"CALDWELL, CITY OF"
KS2019501,"WAKEENEY, CITY OF"
LA1061015,MT ZION WATER SYSTEM
LA1063005,FOURTH WARD WATER WORKS
LA1085041,EBARB WWKS DIST #1 - MARSH
LA1105003,EASTERN HEIGHTS WATER WORKS
MI0000520,BEAVERTON
MI0001190,"CASEVILLE, CITY OF"
ND4600875,SHARON CITY OF
ND5101130,UPPER SOURIS WATER DISTRICT-SYSTEM II
CO0157300,LAST DOLLAR PUD
CO0157250,ILIUM VALLEY WS
MO1010173,CLEARMONT PWS
MO1010349,HARRISONVILLE PWS
ND5301079,NORTHWEST RURAL WATER DISTRICT
NE3101104,"PETERSBURG, VILLAGE OF"
NE3103507,"SUTTON, CITY OF"
NE3104101,"SARGENT, CITY OF"
NE3104104,"ANSLEY, VILLAGE OF"
NE3110917,"HICKMAN, CITY OF"
NE3114302,"OSCEOLA, CITY OF"
ND2600038,ASHLEY CITY OF
NE3115913,"UTICA, VILLAGE OF"
NE3117304,OMAHA TRIBAL UTILITIES MACY
NE3120293,"MAXWELL, VILLAGE OF"
MO6036075,FRANKLIN COUNTY PWSD 3 LAKE SERENE
MO2024500,CANNON PWSD 1
NM3510403,FAMBROUGH MDWCA
NY1500277,ELIZABETHTOWN WD
OK2000210,HELENA
OK2000812,HYDRO PWA
OK3007414,OCHELATA UTILITY AUTHORITY
WI6490341,OSCEOLA WATERWORKS
CO0108650,PONCHA SPRINGS TOWN OF
CO0112300,COSTILLA COUNTY WS
CO0111500,GUADALUPE WA
CO0115162,BURGESS WATER COMPANY
CO0115724,STEWART MESA WC
AL0000219,JEMISON WATER WORKS
AL0000331,TUSCUMBIA WATER WORKS
AL0000508,CROSSVILLE WATER BOARD
AL0000767,DETROIT WATER WORKS
AL0000783,FLORENCE WATER-WASTEWATER DEPARTMENT
AL0000800,TOWN CREEK WATER SYSTEM
IA7915017,DEEP RIVER WATER SUPPLY
IA8515060,COLLINS WATER SUPPLY
IA9348065,HUMESTON WATER PLANT
LA1049017,SOUTHEAST HODGE WATER SYSTEM
LA1063035,SPRINGFIELD MOBILE HOME PARK
LA1063114,DIVERSION WATER - CHINQUAPIN
CO0121050,ARROWHEAD MHP
LA1073071,LAKESHORE SWARTZ WATER SYSTEM
KS2015303,"MCDONALD, CITY OF"
KS2016506,"RUSH CENTER, CITY OF"
KS2017318,"VALLEY CENTER, CITY OF"
KS2019502,"COLLYER, CITY OF"
LA1079004,BUCKEYE WATER DISTRICT 50
LA1105010,FSWC - HAMMOND HEIGHTS
LA1107009,TENSAS WATER DISTRICT ASSOCIATION
LA1119009,DUBBERLY WATER SYSTEM
OK2003632,KAY ELECTRIC COOPERATIVE
MO4010062,BENTON PWS
MO4010170,CLARKTON PWS
OK3001801,CRAIG CO RWD #1
OH6900912,PANDORA VILLAGE
NM3506621,OJO CALIENTE MDWCA
NM3507629,TRAMPAS MDWCA
NM3528616,DEMING MUNICIPAL WATER SYSTEM
NM3537113,MONUMENT MDWCA
NM3555407,WINTERHAVEN MDWC AND SWA
MO2010587,NOVINGER PWS
MO2024014,AUDRAIN COUNTY PWSD 2
MO2024504,THOMAS HILL PWSD 1
CO0119501,DOTSERO MHP
CO0130842,WHEAT RIDGE WATER DISTRICT
CO0134540,LAPLATA VISTA ESTATES HOA
CO0137012,KARVAL WATER USERS INC
CO0143533,NATURITA TOWN OF
CO0150500,HARTMAN TOWN OF
WV3301507,GRANT PSD
WV3304140,RALEIGH COUNTY PSD ARNETT
WV3305202,HUNDRED LITTLETON PSD
WV3305205,PINE GROVE WATER
WI6120109,HOMESTEADER LLC THE
WI6270294,MERRILLAN WATERWORKS
KS2014305,"DELPHOS, CITY OF"
IL1610600,RAPIDS CITY
IA5868085,OAKVILLE WATER SUPPLY
ID7100039,IDAHO FALLS CITY OF
KS2000105,"LA HARPE, CITY OF"
KS2001513,BUTLER CO RWD 3
KS2001518,"POTWIN, CITY OF"
KS2000301,"KINCAID, CITY OF"
KS2007306,"EUREKA, CITY OF"
LA1115016,TOWN OF HORNBECK WATER SYSTEM
LA1127019,WHEELING WATER SYSTEM  INC
MO3024084,CALLAWAY COUNTY PWSD 1
MO4010052,BELL CITY PWS
MO4010151,CENTERVILLE PWS
MO5010341,HALLTOWN PWS
MO5010575,NIANGUA PWS
MO5010619,OZARK PWS
MO5010860,WILLARD PWS
LA1021003,COLUMBIA HEIGHTS WATER DISTRICT
LA1047007,IBERVILLE WATERWORKS DISTRICT #2
LA1047026,HIGHWAY 1148 WATER SYSTEM
NY3503627,KIRYAS JOEL
ND2300291,EDGELEY CITY OF
ND2500964,VELVA CITY OF
ND2800619,MAX CITY OF
ND3100898,STANLEY CITY OF
NM3500309,TYRONE TOWNSITE
NM3500629,EL RANCHO MHP TAOS
NM3503821,CHAMA WEST WATER USERS ASSOCIATION
NM3508817,THOREAU WATER & SANITATION DISTRICT
NM3509423,RANCHOS DE PLACITAS SANITATION DISTRICT
NM3510020,LIBERTY MDWCA
NM3521108,LOVING WATER SYSTEM
NM3528122,CAUSEY WATER SYSTEM
ND5300936,TIOGA CITY OF
OH7004712,SHILOH VILLAGE
OK3007218,OWASSO
OK3007243,BIXBY PUBLIC WORKS AUTHORITY
OK1011401,FREDERICK
OK1020419,CREEK CO RWD # 1
OK1021611,VINITA UTILITIES AUTHORITY
NY1205399,DENVER WATER DISTRICT
NY5203340,ROSCOE-ROCKLAND WD
NY2004501,SPECULATOR V
NE3103303,"SIDNEY, CITY OF"
NE3104902,"BIG SPRINGS, VILLAGE OF"
NE3112104,"SILVER CREEK, VILLAGE OF"
NE3112301,"BROADWATER, VILLAGE OF"
NE3115501,"PRAGUE, VILLAGE OF"
NE3117908,"HERMAN, VILLAGE OF"
AL0000038,GULF SHORES (UTILITIES BOARD CITY OF)
AL0001299,COKER WATER AUTHORITY
AL0001508,QUINT-MAR WATER AUTHORITY
VT0005242,WALLINGFORD FIRE DISTRICT 1
VT0005310,WILMINGTON WATER DIST
HI0000422,KAHILI MOUNTAIN PARK
CO0109001,ARAPAHOE WC
CO0111600,LA JARA TOWN OF
CO0120015,KIOWA TOWN OF
AL0000789,ROGERSVILLE WATER WORKS & SEWER BOARD
AZ0413011,FREEPORT MCMORAN BAGDAD TOWN
AZ0414022,WELLTON TOWN OF
AL0001432,CURRY WATER AUTHORITY
AL0000259,MID-CLARKE WATER SYSTEM
KS2003503,"BURDEN, CITY OF"
KS2005912,"PRINCETON, CITY OF"
KS2006904,"COPELAND, CITY OF"
KS2009914,"PARSONS, CITY OF"
KS2011302,"MARQUETTE, CITY OF"
KS2011713,MARSHALL CO RWD 3
KS2012304,MITCHELL CO RWD 2
KS2013102,"SENECA, CITY OF"
KS2013705,"LENORA, CITY OF"
IA3423069,NORA SPRINGS WATER SUPPLY
IL1610120,"ILCV CANDLE MHP, LLC"
KS2017708,SHAWNEE CO RWD 8
KS2018302,"KENSINGTON, CITY OF"
KS2019707,"MCFARLAND, CITY OF"
KS2020515,WILSON CO RWD 1
LA1103066,VILLAGE GUTHRIE SUBDIVISION
LA1115117,EAST CENTRAL VERNON WATER SYSTEM
MD0220213,COUNTRY VILLAGE MOBILE HOME PARK
LA1039017,WARD 5 WATERWORKS DISTRICT 1 - LONE PINE
LA1043004,VILLAGE OF GEORGETOWN WATER SUPPLY
LA1073099,CHENIERE DREW SOUTH WATER SYSTEM
MO4010883,BUNKER PWS
NM3504426,GALISTEO MDWCA
NM3510218,RAINSVILLE WATER & SANITATION DISTRICT
NM3519703,DEXTER MUNICIPAL WATER SYSTEM
NM3522912,RODEO MDW & MSWA
NM3528422,FLOYD WS VILLAGE OF
ND2601055,ZEELAND CITY OF
VT0005623,SNOW MOUNTAIN VILLAGE
WV3302507,"GRANT TOWN, TOWN OF"
CO0162511,MILLIKEN TOWN OF
LA1041012,TURKEY CREEK WATER SYSTEM
VA5117700,RIVER RIDGE
LA1079027,TOWN OF WOODWORTH WATER SYSTEM
LA1085043,EBARB WWKS DIST #1 - NORTH EBARB
MD0070230,PLEASANT HILL MOBILE HOME PARK
MD0180006,TOWN OF LEONARDTOWN
KS2007707,"ANTHONY, CITY OF"
KS2008102,"SATANTA, CITY OF"
KS2012704,MORRIS CO RWD 1
KS2013301,NEOSHO CO RWD 9
LA1105036,FSWC-BANKSTON
IL0230010,CLARK-EDGAR RWD
IL1171200,WILSONVILLE
IL1370150,FRANKLIN
IL1390250,LOVINGTON
KS2006114,FRUSI WATER TREATMENT PLANT
MO1021117,HENRY COUNTY PWSD 3
MO2010268,FARBER PWS
MO2010514,MENDON PWS
MO2010569,NEW LONDON PWS
MO3010384,HOUSTONIA PWS
MO3010448,LA MONTE PWS
MO3024466,PHELPS COUNTY PWSD 2 NORTH
NM3502421,AGUA SANA WUA
NM3503221,DURANES Y GAVILAN MDWCA
NM3507429,TALPA MDWCA
NM3507729,TRES PIEDRAS MDWCA
OK1010824,DOUGHERTY
NM3512714,CORONA WATER SYSTEM
NM3523930,ENCINO WATER SYSTEM
NM3528020,TUCUMCARI WATER SYSTEM
NM3534619,ROBINHOOD WATER USERS ASSOCIATION
OK2000809,HINTON
OK2001807,CRAIG CO RWS & SWMD #3
NM3538309,TYRONE MDWCA
ND4101425,MILNOR CITY OF
ND4800828,ROCK LAKE CITY OF
ND4900382,GALESBURG CITY OF
ND5100138,BURLINGTON CITY OF
ND5300948,TRENTON WATER USERS ASSOC
NH0911010,GOFFSTOWN VILLAGE PCT
NE3103505,"EDGAR, CITY OF"
NE3104901,"CHAPPELL, CITY OF"
NE3109503,"PLYMOUTH, VILLAGE OF"
NE3111301,"STAPLETON, VILLAGE OF"
NE3114304,"SHELBY, VILLAGE OF"
AL0001131,"WEDOWEE WATER, SEWER, & GAS BOARD"
AL0001402,ADDISON WATER WORKS
CO0112500,FT GARLAND WSD
LA1019116,CALCASIEU PARISH WW DIST 9 CARLYSS
MO1041651,MOIN MIDWEST MHP
LA1039010,CITY OF VILLE PLATTE WATER SYSTEM
LA1097014,PRAIRIE RONDE WATER SYSTEM INC
LA1111004,DOWNSVILLE WATER SYSTEM
LA1111025,LITROE WATER SYSTEM
AL0000318,LAGRANGE MOUNTAIN WATER AUTHORITY
AL0000404,GARDEN CITY WATER DEPARTMENT
AZ0413193,CHIMNEY ESTATES
CO0126175,CHAIR MTN RANCH HOA FILING 1
CO0149466,LAZY GLEN HOA
AZ0410208,SIERRITA MOUNTAIN WATER CO-OP
CO0125843,WINTER PARK WSD
NE3120014,HITCH N RAIL MOBILE HOME COURT
NV0000959,FOOTHILL WATER SYSTEM
NM3537219,PINON MDWCA
NY2230107,ALEXANDRIA TOWN WD #2 - REDWOOD
NM3590616,DESERT VISTA RV VILLAGE
NY4404384,EDWARDS WATER DISTRICT
NY4117236,"VANDERHEYDEN HALL , INC."
OH7400011,ATTICA VILLAGE
OK2002608,TUTTLE
OK2003405,TERRAL
IA9138041,LACONA WATER SUPPLY
IA9159067,NEW VIRGINIA WATER SUPPLY
OK2006906,STEPHENS CO RW&SD #1
OK2007002,PANHANDLE STATE UNIVERSITY
OK3006040,GLENCOE
AL0001107,REFORM WATER & SEWER BOARD
AL0001114,GOSHEN WATER WORKS DIST SYSTEM
WI2460108,CEDARBURG L & W COMMISSION
CO0137015,LIMON TOWN OF
CO0149476,LITTLE ELK CREEK
CO0162438,KEENESBURG TOWN OF
CO0212466,LAKE SANCHEZ ESTATES
IL0130200,HARDIN
IL0250050,CLAY CITY
IL0495350,SNAKE TRAIL WTR ASSN
IL0670650,WARSAW
IL0750350,DANFORTH
IA3655071,RIVERTON WATER WORKS
IA3880001,STOUT WATER SUPPLY
IA9970037,WOOLSTOCK WATER SUPPLY
NY5430002,STONEY BROOK APARTMENTS
NY5503382,PORT EWEN WATER DISTRICT
NY5618220,ARCADY BAY ESTATES
OK3005913,PAWNEE CO RWD #4
OK3006222,PONTOTOC CO RWD # 6 (FITTSTOWN)
KS2008504,"CIRCLEVILLE, CITY OF"
KS2000116,"MORAN, CITY OF"
KS2001308,"EVEREST, CITY OF"
KS2001911,CHAUTAUQUA CO RWD 4
KS2002102,CHEROKEE CO RWD 4
KS2002701,"CLAY CENTER, CITY OF"
LA1103056,ST TAMMANY WATER DISTRICT 3
LA1105078,FSWC- VELMA
LA1111005,FARMERVILLE WATER SYSTEM
LA1111015,UNION PARISH WATERWORKS DISTRICT 1
LA1123003,VILLAGE OF FOREST WATER SYSTEM
NE3105522,DOUGLAS CO SID 284 -TRAILRIDGE RANCHES
NE3108307,"ALMA, CITY OF"
NE3112502,"GENOA, CITY OF"
VT0005113,LUNENBURG FIRE DISTRICT 2
VT0005200,IRASBURG FD #1
VT0005247,WEBSTERVILLE WATER SYSTEM
WI6320233,BANGOR WATERWORKS
WI6490332,CENTURIA WATERWORKS
WV3304152,RALEIGH COUNTY PSD PLUTO BRAGG
FL3644125,MAGNOLIA VILLAGE
KS2015505,"NICKERSON, CITY OF"
KS2016124,"RILEY, CITY OF"
KS2017504,"LIBERAL, CITY OF"
KS2019115,"BELLE PLAINE, CITY OF"
KS2019701,"ALMA, CITY OF"
LA1043005,TOWN OF MONTGOMERY WATER SYSTEM
LA1055088,TESI CARENCRO VILLAGE
LA1073055,WEST HWY 80 ARK ROAD WS
LA1073100,CHENIERE DREW NORTH WATER SYSTEM
MA3301000,TYNGSBOROUGH WATER DISTRICT
MO3010660,PRAIRIE HOME PWS
MO3031257,SUMMER PLACE ON THE LAKE
MO3069013,GREAT CIRCLE
MO4010003,CALEDONIA PWS
MO4010372,HOLLAND PWS
ND2800953,UNDERWOOD CITY OF
ND3601424,GREATER RAMSEY WATER DISTRICT
ND4700637,MEDINA CITY OF
NE3101906,"KEARNEY, CITY OF"
NE3103504,"GLENVIL, VILLAGE OF"
NE3104110,"COMSTOCK, VILLAGE OF"
NE3107704,"WOLBACH, VILLAGE OF"
NE3110910,"BENNET, VILLAGE OF"
NE3114301,"POLK, VILLAGE OF"
NM3500202,QUEMADO MUTUAL WATER & SWA
NM3501327,SOUTHWEST TINY HOMES AND RV PARK
NM3510029,VIGILS TRAILER PARK
NM3547010,RIO PECOS VILLA MDWCA
NM3560007,MESILLA WATER SYSTEM
NM3580514,HIGH SIERRA ESTATES WATER ASSN
NY0501715,CATO VILLAGE
NY5801240,SAVANNAH WD #1
OH0301012,LOUDONVILLE VILLAGE
NY2215918,ORLEANS TOWN WD 1 (LAFARGEVILLE)
WV3305001,CEREDO WATER WORKS
AZ0407900,SONTEL TRUST WATER COOP
AZ0409016,JOSEPH CITY DWID
AZ0413016,CATHEDRAL VISTA WATER COMPANY
AZ0413037,JEROME TOWN OF
CO0134191,LA PLATA ARCHULETA WATER DISTRICT
CO0110020,IDAHO SPRINGS CITY OF
CO0111200,CAPULIN WD
CO0122800,ROCKVALE TOWN OF
CO0123443,KINGS ROW HOA
CO0123510,MITCHELL COOPER DITCH PIPELINE
CO0123710,SILT TOWN OF
CO0138005,CROOK TOWN OF
CO0145150,EUREKA WC
CO0147010,BAILEY WSD
CO0154510,MILNER PARK
CO0160295,DIVIDE MPC MD NO 1
CO0162310,GILCREST TOWN OF
IA5515042,FENTON MUNICIPAL WATER SUPPLY
IA6273901,"MAHASKA RURAL WATER SYSTEM, INC."
NY1904222,TUSCANY MEADOWS MHP
NY3510681,SLEEPY HOLLOW MOBILE PARK
LA1079011,TOWN OF GLENMORA WATER SYSTEM
KS2004117,"WOODBINE, CITY OF"
KS2006302,"GRAINFIELD, CITY OF"
KS2006707,BED ROCK MOBILE HOME PARK
KS2009918,PUBLIC WHOLESALE WSD 4
KS2010101,"DIGHTON, CITY OF"
KS2010306,"TONGANOXIE, CITY OF"
KS2012310,"TIPTON, CITY OF"
KS2012901,"ELKHART, CITY OF"
KS2013112,NEMAHA CO RWD 4
KS2013903,"OVERBROOK, CITY OF"
KS2013904,OSAGE CO RWD 5
KS2015103,"PRATT, CITY OF"
KS2015905,"BUSHTON, CITY OF"
KS2016305,"DAMAR, CITY OF"
KS2016507,"LACROSSE, CITY OF"
LA1041002,GILBERT WATER SYSTEM
LA1041003,NORTH FRANKLIN WATER WORKS
LA1053014,JEFF DAVIS WATER AND SEWER COMMISSION 1
LA1073003,BETTER WATERWORKS WATER SYSTEM
LA1079017,RAPIDES PARISH WATERWORKS DISTRICT 3
MI0005210,PAW PAW
MO4010668,PUXICO PWS
MO4010732,SENATH PWS
MO1010084,BOLCKOW PWS
MO1010277,FILLMORE PWS
MO1024110,CASS COUNTY PWSD 10
MO3010196,CROCKER PWS
MO3036123,BLUE BRANCH IMPROVEMENT ASSN INC
MO4010243,ELLINGTON PWS
MO5010197,CROSS TIMBERS PWS
MO5010387,HUMANSVILLE PWS
MO5036152,MERRIAM WOODS VILLAGE OF PWS
MO5071085,FOXFIRE UTILITY CO
AL0001507,BUTLER COUNTY WATER AUTHORITY
AZ0407098,SCOTTSDALE CITY OF
AZ0410049,FARMERS WATER CO CONTINENTAL
AZ0410409,LA CASITA WATER COMPANY 1
AZ0411031,KEARNY TOWN OF
MO2010162,CHILLICOTHE MUNICIPAL UTILITIES PWS
MO2010390,HUNNEWELL PWS
MO4024108,CARTER COUNTY PWSD 1
MO4024419,NEW MADRID COUNTY PWSD 5
MO1024241,HARRISON COUNTY PWSD 1
MO3010166,CLARKSBURG PWS
MO3031265,BIG ISLAND WATER COMPANY
MO4010253,EMINENCE PWS
MO4010379,HORNERSVILLE PWS
MO4010570,NEW MADRID PWS
MO4021310,WAYNE COUNTY PWSD 2
MO5010119,BUTTERFIELD PWS
MO5010264,FAIR PLAY PWS
MO5010267,FAIRVIEW PWS
MO5024250,VILLAGE OF PRESTON WATER DEPT
MO5031102,OCWC WILDERNESS PINEWOOD
MO6010077,BLAND PWS
MO6024629,ST CHARLES COUNTY PWSD 2 WARREN
NE3120303,CEDAR-KNOX RURAL WATER PROJECT
NY1500295,WADHAMS WD
NM3500219,KARR CANYON ESTATES
NM3526920,LOGAN WATER SYSTEM
NM3527505,MELROSE WATER SYSTEM
NM3530414,ALTO MOUNTAIN VILLAGE
NM3535618,SAN ANTONIO DE CLEVELAND MDWCA
NM3577407,TALAVERA MDWCA
NY3810454,WOODLAND WATER DISTRICT
NY5630038,BALSAM CREST HOMEOWNERS ASSOC
NY5700124,WHITEHALL VILLAGE
CO0101030,BRIGHTON VILLAGE LLC
KS2002101,"SCAMMON, CITY OF"
KS2003714,"CHEROKEE, CITY OF"
KS2004105,"SOLOMON, CITY OF"
KS2004510,"BALDWIN CITY, CITY OF"
KS2003701,"WALNUT, CITY OF"
KS2005511,"GARDEN CITY, CITY OF"
KS2016302,"PALCO, CITY OF"
KS2017338,SEDGWICK CO RWD 4
KS2017345,"MAIZE, CITY OF"
KS2017503,"KISMET, CITY OF"
KS2018305,SMITH CO RWD 1
KS2018501,"MACKSVILLE, CITY OF"
KS2019304,"REXFORD, CITY OF"
KS2020104,"LINN, CITY OF"
KS2013505,"BAZINE, CITY OF"
LA1027001,ATHENS WATER SYSTEM
LA1083012,ARCHIBALD WATER SYSTEM
MD0170007,BAYSIDE-QUEENSLANDING
LA1053003,CITY OF JENNINGS WATER SYSTEM
LA1061008,HICO WATER SYSTEM
LA1067014,OAK RIDGE WATER SYSTEM
VT0005517,POWNAL FIRE DISTRICT 3
VT0020958,LINDALE MHP
VT0021199,NOTCHBROOK III
AL0000394,CULLMAN COUNTY WATER DEPARTMENT
AL0000622,GENEVA WATER WORKS
AL0000927,UPPER BEAR CREEK WATER AUTHORITY
KS2008512,"MAYETTA, CITY OF"
KS2007102,"TRIBUNE, CITY OF"
KS2008902,"JEWELL, CITY OF"
KS2009103,"EDGERTON, CITY OF"
KS2010709,"MOUND CITY, CITY OF"
KS2012520,"ELK CITY, CITY OF"
LA1065001,DELTA WATER SYSTEM
LA1073011,L&R NORTH WATER SYSTEM
LA1073035,NORTH MONROE ET AL WATER SYSTEM
LA1115118,SOUTH VERNON PARISH WATERWORKS DISTRICT
LA1117021,MOUNT HERMAN WATER DISTRICT
MA2037001,CODMAN HILL CONDOMINIUM
KS2000905,"CLAFLIN, CITY OF"
KS2001524,"TOWANDA, CITY OF"
LA1009015,SOUTHWEST AVOYELLES WATER DISTRICT
LA1049023,WALKER COMMUNITY SYSTEM
LA1081002,EAST CROSS WATER SYSTEM
LA1081006,MARTIN WATER SYSTEM
LA1099005,CECILIA WATER CORPORATION
MO6010457,LEASBURG PWS
MO1024510,RAY COUNTY PWSD 1
MO2010029,ARROW ROCK PWS
MO2010804,UNIONVILLE PWS
MO2024335,LEWIS COUNTY PWSD 1
WV3302708,MASON WATER DEPT
WV3305521,EASTERN WYOMING PSD STEPHENSON WTP
WI6170276,COUNTRYSIDE MOBILE HOMES
AL0000615,BLACK WATER WORKS
MO2024594,SULLIVAN COUNTY PWSD 1
MO4010604,ORAN PWS
MO4010640,PIEDMONT PWS
MO1010802,UNION STAR PWS
MO1024247,HARRY S TRUMAN PWSD 2
MO3024465,PHELPS COUNTY PWSD 1
MO4010011,ALTENBURG PWS
MO4010120,CABOOL PWS
MO4010293,FROHNA PWS
MO4010729,SEDGEWICKVILLE PWS
MO5010259,EVERTON PWS
MO5010321,GRANBY PWS
MO5010612,OSCEOLA PWS
NE3103103,"MERRIMAN, VILLAGE OF"
NE3103704,"HOWELLS, VILLAGE OF"
NE3105304,"UEHLING, VILLAGE OF"
IA1320039,FARNHAMVILLE WATER SUPPLY
IA2458023,WESTSIDE WATER SUPPLY
IL1130450,DANVERS
CO0131600,HASWELL TOWN OF
CO0149160,BUTTERMILK MD
CO0150800,MAY VALLEY WA
LA1009013,TOWN OF PLAUCHEVILLE WATER SYSTM
LA1025004,VILLAGE OF HARRISONBURG WATER SYSTEM
KS2008501,"HOYT, CITY OF"
KS2008703,"NORTONVILLE, CITY OF"
KS2010707,LINN CO RWD 2
KS2011112,"OLPE, CITY OF"
KS2011312,"GALVA, CITY OF"
KS2011901,"FOWLER, CITY OF"
KS2012509,MONTGOMERY CO RWD 1C
KS2013503,"NESS CITY, CITY OF"
KS2013704,NORTON CORRECTIONAL FACILITY
KS2013907,"OSAGE CITY, CITY OF"
KS2015907,"GENESEO, CITY OF"
KS2018702,"JOHNSON CITY, CITY OF"
KS2020511,"BUFFALO, CITY OF"
LA1061007,GREATER WARD 1 WATERWORKS DISTRICT
NE3105908,"OHIOWA, VILLAGE OF"
NE3113103,OTOE CO RWD #3
NE3113303,"BURCHARD, VILLAGE OF"
NE3113903,"OSMOND, CITY OF"
NE3114504,"MCCOOK, CITY OF"
NE3114704,RICHARDSON CO RWD 2
NE3117307,"ROSALIE, VILLAGE OF"
MO4010067,BERTRAND PWS
OK5005539,"NORTH LATTA PARK, LLC"
NY0430052,GREAT VALLEY TOWN W.D. #4 (HIGHLAND AVE.
NY1006323,HANSONS MOBILE HOME PARK- KINDERHOOK
IA4955001,MONMOUTH WATER SUPPLY
IA5076005,SULLY MUNI WATER WORKS
IA5595020,WHITTEMORE MUNI WATER SUPPLY
IA5625062,FT MADISON MUNI WATER WORKS
IA8365052,PORTSMOUTH WATER SUPPLY
IL0370051,CORTLAND
IL0590150,NEW HAVEN
LA1061005,GRAMBLING STATE UNIVERSITY WS
LA1097003,TOWN OF KROTZ SPRINGS WATER SYSTEM
KS2001906,"PERU, CITY OF"
KS2002906,"AURORA, CITY OF"
KS2003710,"MULBERRY, CITY OF"
KS2005902,"RANTOUL, CITY OF"
KS2009901,"ALTAMONT, CITY OF"
KS2012101,MIAMI CO RWD 2
KS2013501,"RANSOM, CITY OF"
KS2013701,"ALMENA, CITY OF"
KS2014917,"ST GEORGE, CITY OF"
KS2016901,SALINE CO RWD 1
KS2016916,SALINE CO RWD 6
CO0132010,FLAGLER TOWN OF
CO0134770,SOUTHERN UTE INDIAN TRIBE
CO0138015,ILIFF TOWN OF
CO0139205,DEBEQUE TOWN OF
CO0143621,PROJECT 7 WA
CO0159005,BLUE RIVER VALLEY RANCH LAKES
IA7380036,SHAMBAUGH MUNI WATER SUPPLY
NE3108905,"ATKINSON, CITY OF"
NE3110913,"DENTON, VILLAGE OF"
NE3111111,"SUTHERLAND, VILLAGE OF"
NE3112704,"BROWNVILLE, VILLAGE OF"
NE3113504,"ELSIE, VILLAGE OF"
MO2010163,CHULA PWS
MO2010438,LADDONIA PWS
MO3010471,LINN CREEK PWS
MO3010700,ROLLA PWS
